Bucket: 0. Cell count: 1024. valid slot count: 11832. Load factor: 0.888822 Probe sum: 3968, Avg probe dis: 3.88
Bucket: 0. Cell count: 2048. valid slot count: 24038. Load factor: 0.902870 Probe sum: 10407, Avg probe dis: 5.08
Bucket: 0. Cell count: 4096. valid slot count: 49024. Load factor: 0.920673 Probe sum: 25436, Avg probe dis: 6.21
Bucket: 0. Cell count: 8192. valid slot count: 93728. Load factor: 0.880108 Probe sum: 28051, Avg probe dis: 3.42
Bucket: 0. Cell count: 16384. valid slot count: 187142. Load factor: 0.878634 Probe sum: 55746, Avg probe dis: 3.40
Bucket: 0. Cell count: 32768. valid slot count: 363213. Load factor: 0.852645 Probe sum: 82284, Avg probe dis: 2.51
Bucket: 0. Cell count: 65536. valid slot count: 725828. Load factor: 0.851943 Probe sum: 161691, Avg probe dis: 2.47
Bucket: 0. Cell count: 131072. valid slot count: 1404477. Load factor: 0.824255 Probe sum: 261846, Avg probe dis: 2.00
Bucket: 0. Cell count: 262144. valid slot count: 2929295. Load factor: 0.859567 Probe sum: 698105, Avg probe dis: 2.66
Bucket: 0. Cell count: 524288. valid slot count: 5662020. Load factor: 0.830727 Probe sum: 1086217, Avg probe dis: 2.07
Bucket: 0. Cell count: 1048576. valid slot count: 11115348. Load factor: 0.815417 Probe sum: 1964593, Avg probe dis: 1.87
Bucket: 0. Cell count: 2097152. valid slot count: 21652546. Load factor: 0.794211 Probe sum: 3478730, Avg probe dis: 1.66
Bucket: 0. Cell count: 4194304. valid slot count: 44307130. Load factor: 0.812588 Probe sum: 7649469, Avg probe dis: 1.82
Bucket: 0. Cell count: 8388608. valid slot count: 87307367. Load factor: 0.800604 Probe sum: 14163068, Avg probe dis: 1.69
