Bucket: 0. Cell count: 1024. valid slot count: 9557. Load factor: 0.717924 Probe sum: 1267, Avg probe dis: 1.24
Bucket: 0. Cell count: 2048. valid slot count: 17743. Load factor: 0.666429 Probe sum: 2359, Avg probe dis: 1.15
Bucket: 0. Cell count: 4096. valid slot count: 32686. Load factor: 0.613845 Probe sum: 4421, Avg probe dis: 1.08
Bucket: 0. Cell count: 8192. valid slot count: 67241. Load factor: 0.631395 Probe sum: 8967, Avg probe dis: 1.09
Bucket: 0. Cell count: 16384. valid slot count: 132051. Load factor: 0.619981 Probe sum: 17788, Avg probe dis: 1.09
Bucket: 0. Cell count: 32768. valid slot count: 234509. Load factor: 0.550511 Probe sum: 33954, Avg probe dis: 1.04
Bucket: 0. Cell count: 65536. valid slot count: 500913. Load factor: 0.587948 Probe sum: 69306, Avg probe dis: 1.06
Bucket: 0. Cell count: 131072. valid slot count: 1000427. Load factor: 0.587127 Probe sum: 138500, Avg probe dis: 1.06
Bucket: 0. Cell count: 262144. valid slot count: 1897098. Load factor: 0.556681 Probe sum: 272169, Avg probe dis: 1.04
Bucket: 0. Cell count: 524288. valid slot count: 3652501. Load factor: 0.535892 Probe sum: 539292, Avg probe dis: 1.03
Bucket: 0. Cell count: 1048576. valid slot count: 7247129. Load factor: 0.531646 Probe sum: 1076725, Avg probe dis: 1.03
Bucket: 0. Cell count: 2097152. valid slot count: 14198474. Load factor: 0.520797 Probe sum: 2144916, Avg probe dis: 1.02
Bucket: 0. Cell count: 4194304. valid slot count: 27499934. Load factor: 0.504346 Probe sum: 4267949, Avg probe dis: 1.02
Bucket: 0. Cell count: 8388608. valid slot count: 55664603. Load factor: 0.510441 Probe sum: 8542719, Avg probe dis: 1.02
